text,category,word_count,char_count,clean_text
What is the verification code for my top up card?,verify_top_up,10,49,what is the verification code for my top up card
Explain to me how to verify the top-up card.,verify_top_up,9,44,explain to me how to verify the top up card
How can I verify my top-up card?,verify_top_up,7,32,how can i verify my top up card
Can you show me how to verify the top-up card?,verify_top_up,10,46,can you show me how to verify the top up card
Can you explain to me the way to verify my top up has gone through?,verify_top_up,15,67,can you explain to me the way to verify my top up ha gone through
I can't find the top-up card verification code.,verify_top_up,8,47,i ca n't find the top up card verification code
I would like to receive instructions showing the verification process for top up cards..,verify_top_up,14,88,i would like to receive instruction showing the verification process for top up card
Where is the top-up verification code located?,verify_top_up,7,46,where is the top up verification code located
For what reason must I authenticate the top up?,verify_top_up,9,47,for what reason must i authenticate the top up
what's my top-up verification code?,verify_top_up,5,35,what 's my top up verification code
Why do the top-ups need to be verified?,verify_top_up,8,39,why do the top ups need to be verified
Does the top-up need verified?,verify_top_up,5,30,doe the top up need verified
I am having trouble finding the top-up card verification code.,verify_top_up,10,62,i am having trouble finding the top up card verification code
Why do you ask for top-up verification?,verify_top_up,7,39,why do you ask for top up verification
Where can I find the top up verification code?,verify_top_up,9,46,where can i find the top up verification code
How is top-up verified?,verify_top_up,4,23,how is top up verified
Do I need to verify my top-up card?,verify_top_up,8,35,do i need to verify my top up card
How do i verify my card?,verify_top_up,6,24,how do i verify my card
What is the point of verifying a top up?,verify_top_up,9,40,what is the point of verifying a top up
How do I verify my top up?,verify_top_up,7,26,how do i verify my top up
How do I find the top-up verification code?,verify_top_up,8,43,how do i find the top up verification code
Why does top-up need to be verified?,verify_top_up,7,36,why doe top up need to be verified
why do i have to verify top up?,verify_top_up,8,31,why do i have to verify top up
"I'm trying to verify my top-up card, but I can't find the code...?",verify_top_up,13,66,i 'm trying to verify my top up card but i ca n't find the code
How can I verify the top-up card?,verify_top_up,7,33,how can i verify the top up card
how do I find the code to verify the top up card?,verify_top_up,12,49,how do i find the code to verify the top up card
I need to find the top up verification code,verify_top_up,9,43,i need to find the top up verification code
Please help me find my top-up verification code,verify_top_up,8,47,please help me find my top up verification code
Where can I find the verification code for the card top-up?,verify_top_up,11,59,where can i find the verification code for the card top up
Do I need to verify my top-up?,verify_top_up,7,30,do i need to verify my top up
Why do we need to verify a top-up card?,verify_top_up,9,39,why do we need to verify a top up card
I have a top up card. Where is the verification code?,verify_top_up,11,53,i have a top up card where is the verification code
How do I find the code needed in order to verify my top-up card?,verify_top_up,14,64,how do i find the code needed in order to verify my top up card
How do i find my top-up card's verification code?,verify_top_up,9,49,how do i find my top up card 's verification code
How do I verify the top-up?,verify_top_up,6,27,how do i verify the top up
How many digits identify the top-up verification code?,verify_top_up,8,54,how many digit identify the top up verification code
What is the significance of verifying the top-up?,verify_top_up,8,49,what is the significance of verifying the top up
Why do we need to verify top-up?,verify_top_up,7,32,why do we need to verify top up
Please verify my top-up card,verify_top_up,5,28,please verify my top up card
Is there a reason why top-up needs verifying?,verify_top_up,8,45,is there a reason why top up need verifying
I don't know where the top-up verification code is.,verify_top_up,9,51,i do n't know where the top up verification code is
Verifying the top-up seems like a hassle.,verify_top_up,7,41,verifying the top up seems like a hassle
I can't see a verification code anywhere,verify_top_up,7,40,i ca n't see a verification code anywhere
Verify top-up card help?,verify_top_up,4,24,verify top up card help
What do I do to verify a top-up?,verify_top_up,8,32,what do i do to verify a top up
Is there a way to verify a card top-up?,verify_top_up,9,39,is there a way to verify a card top up
How to verify top up card?,verify_top_up,6,26,how to verify top up card
Why are top-ups being verified?,verify_top_up,5,31,why are top ups being verified
why verify the top up? it doesnt make sense,verify_top_up,9,43,why verify the top up it doesnt make sense
The top-up verification code is not visible.,verify_top_up,7,44,the top up verification code is not visible
"I just tried to top-up and now I'm getting an additional verification message, why?",verify_top_up,14,83,i just tried to top up and now i 'm getting an additional verification message why
Where do I find my code to verify my top-up card?,verify_top_up,11,49,where do i find my code to verify my top up card
Why verify the top-ups?,verify_top_up,4,23,why verify the top ups
can you tell me where to find the top-up verification code?,verify_top_up,11,59,can you tell me where to find the top up verification code
How do I verify the top-up card?,verify_top_up,7,32,how do i verify the top up card
Help me verify the card used on a top-up.,verify_top_up,9,41,help me verify the card used on a top up
"On a card top-up, where can I verify?",verify_top_up,8,37,on a card top up where can i verify
"I'm trying to verify my top up card, how do I do that?",verify_top_up,13,54,i 'm trying to verify my top up card how do i do that
What is the verification process used for?,verify_top_up,7,42,what is the verification process used for
Where is my top-up verification code?,verify_top_up,6,37,where is my top up verification code
Where can i find my top-up verification code?,verify_top_up,8,45,where can i find my top up verification code
Where is the top-up verification code?,verify_top_up,6,38,where is the top up verification code
I don't see a code anywhere on my top-up card? Where can I find it? I need to verify!,verify_top_up,19,85,i do n't see a code anywhere on my top up card where can i find it i need to verify
Why do i have to verify my top-up card?,verify_top_up,9,39,why do i have to verify my top up card
Do I have to verify the top-up?,verify_top_up,7,31,do i have to verify the top up
Why do I need to verify the top-up?,verify_top_up,8,35,why do i need to verify the top up
Where can I find the verification code for the top up card?,verify_top_up,12,59,where can i find the verification code for the top up card
I can't see a top-up top-up verification code.,verify_top_up,8,46,i ca n't see a top up top up verification code
I don't see the verification code for my card transfer.,verify_top_up,10,55,i do n't see the verification code for my card transfer
Why does top-up require verification?,verify_top_up,5,37,why doe top up require verification
is there a reason i need to verify top up,verify_top_up,10,41,is there a reason i need to verify top up
Is the verification number on the top up card,verify_top_up,9,45,is the verification number on the top up card
What  is the verification process for a top up card?,verify_top_up,10,52,what is the verification process for a top up card
Where is the top-up card verification code?,verify_top_up,7,43,where is the top up card verification code
How do I verify the top up?,verify_top_up,7,27,how do i verify the top up
I am looking for my top-up verification code and cannot find it.,verify_top_up,12,64,i am looking for my top up verification code and can not find it
How do i authenticate a top-up card?,verify_top_up,7,36,how do i authenticate a top up card
Do I need to verify the top-up?,verify_top_up,7,31,do i need to verify the top up
What's the deal with verifying the top-up?,verify_top_up,7,42,what 's the deal with verifying the top up
Can you tell me where to find my top-up verification code?,verify_top_up,11,58,can you tell me where to find my top up verification code
Where Is the top up verification code found?,verify_top_up,8,44,where is the top up verification code found
Please tell me how to verify my top up card.,verify_top_up,10,44,please tell me how to verify my top up card
How do i secure a top-up card?,verify_top_up,7,30,how do i secure a top up card
What's up with verifying top-ups?,verify_top_up,5,33,what 's up with verifying top ups
Why do I need to verify a top-up?,verify_top_up,8,33,why do i need to verify a top up
Can I verify my top-up card?,verify_top_up,6,28,can i verify my top up card
Why is it necessary to verify the top up?,verify_top_up,9,41,why is it necessary to verify the top up
Why should I verify the top-up?,verify_top_up,6,31,why should i verify the top up
this verifying the top up is annoying,verify_top_up,7,37,this verifying the top up is annoying
Why do we need to verify top-ups?,verify_top_up,7,33,why do we need to verify top ups
How are top-ups verified?,verify_top_up,4,25,how are top ups verified
Tell me how I can verify a card top-up.,verify_top_up,9,39,tell me how i can verify a card top up
Do i need to verify my top up?,verify_top_up,8,30,do i need to verify my top up
My top up card needs verification and I don't know how to do it,verify_top_up,14,63,my top up card need verification and i do n't know how to do it
Where's my top up code?,verify_top_up,5,23,where 's my top up code
Where do I find the verification code for the card I'm topping up?,verify_top_up,13,66,where do i find the verification code for the card i 'm topping up
Where can I find the verification code for a top-up?,verify_top_up,10,52,where can i find the verification code for a top up
Where do i verify a top-up card?,verify_top_up,7,32,where do i verify a top up card
What is the top up code for?,verify_top_up,7,28,what is the top up code for
why do you verify the top up,verify_top_up,7,28,why do you verify the top up
Tell me why I need top-up to be verified?,verify_top_up,9,41,tell me why i need top up to be verified
"I just want to top-up, why do I need to verify anything?",verify_top_up,12,56,i just want to top up why do i need to verify anything
Verifying top-up cards necessary?,verify_top_up,4,33,verifying top up card necessary
Where is the top-up verification code sent?,verify_top_up,7,43,where is the top up verification code sent
What's a verification code?,verify_top_up,4,27,what 's a verification code
Tell me how to verify a top up.,verify_top_up,8,31,tell me how to verify a top up
Where is the verification code display?,verify_top_up,6,39,where is the verification code display
What can I do to verify my card?,verify_top_up,8,32,what can i do to verify my card
Why is top-up verified?,verify_top_up,4,23,why is top up verified
Why do I need top-up to be verified?,verify_top_up,8,36,why do i need top up to be verified
How do I authenticate my top-up?,verify_top_up,6,32,how do i authenticate my top up
What is the verification process for my card?,verify_top_up,8,45,what is the verification process for my card
i don't see the top-up verification code anywhere,verify_top_up,8,49,i do n't see the top up verification code anywhere
I'm being asked for a verification code. Where do I find it?,verify_top_up,12,60,i 'm being asked for a verification code where do i find it
Why does a top- up need to be verify?,verify_top_up,9,37,why doe a top up need to be verify
Help my find the verification code on a top-up.,verify_top_up,9,47,help my find the verification code on a top up
How can I verify my top up?,verify_top_up,7,27,how can i verify my top up
I need help finding the verification code on the top up card.,verify_top_up,12,61,i need help finding the verification code on the top up card
What does top-up verification do?,verify_top_up,5,33,what doe top up verification do
I CAN NOT FIND THE TOP-UP VERIFICATION CODE.,verify_top_up,8,44,i can not find the top up verification code
How do I go about verifying the top-up card?,verify_top_up,9,44,how do i go about verifying the top up card
why do i need to verify the top up?,verify_top_up,9,35,why do i need to verify the top up
Are extra charges added for sending out additional cards?,getting_spare_card,9,57,are extra charge added for sending out additional card
I'd like to order an additional card,getting_spare_card,7,36,i 'd like to order an additional card
I want some extra physical cards.,getting_spare_card,6,33,i want some extra physical card
"I would like open a second card for my daughter, how can you assist me?",getting_spare_card,15,71,i would like open a second card for my daughter how can you assist me
Am I gonna be charged for sending out more cards?,getting_spare_card,10,49,am i gon na be charged for sending out more card
Would I have to pay anything if I need an additional card?,getting_spare_card,12,58,would i have to pay anything if i need an additional card
Is it possible to get a second card for my daughter?,getting_spare_card,11,52,is it possible to get a second card for my daughter
Can I get a few more physical cards?,getting_spare_card,8,36,can i get a few more physical card
What's the limit on total number of cards I can have?,getting_spare_card,11,53,what 's the limit on total number of card i can have
Is there a charge for sending out more cards?,getting_spare_card,9,45,is there a charge for sending out more card
How much does it cost to get more cards?,getting_spare_card,9,40,how much doe it cost to get more card
How can I create another card linked to this account?,getting_spare_card,10,53,how can i create another card linked to this account
May I order another card?,getting_spare_card,5,25,may i order another card
Can I order another card?,getting_spare_card,5,25,can i order another card
Can I order a second card?,getting_spare_card,6,26,can i order a second card
Can I have more physical cards?,getting_spare_card,6,31,can i have more physical card
How many physical cards am I allowed to have?,getting_spare_card,9,45,how many physical card am i allowed to have
I want to get few more physical cards,getting_spare_card,8,37,i want to get few more physical card
Please tell me if I'm going to be charged for sending out more cards?,getting_spare_card,14,69,please tell me if i 'm going to be charged for sending out more card
Can I get more cards just incase?,getting_spare_card,7,33,can i get more card just incase
Would I be able to get a second card?,getting_spare_card,9,37,would i be able to get a second card
Do you charge for sending out more cards?,getting_spare_card,8,41,do you charge for sending out more card
I need a second card on this account for my daughter.,getting_spare_card,11,53,i need a second card on this account for my daughter
How can I get another card?,getting_spare_card,6,27,how can i get another card
Can I have a third card?,getting_spare_card,6,24,can i have a third card
I have left my card at my parents house. Can you send me a spare one please to use in the meantime?,getting_spare_card,22,99,i have left my card at my parent house can you send me a spare one please to use in the meantime
I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,getting_spare_card,22,105,i 'd like to provide my daughter with a card could i get an additional card from my account to give her
What is the price for an additional card?,getting_spare_card,8,41,what is the price for an additional card
Can I get a second card for free?,getting_spare_card,8,33,can i get a second card for free
Will I be charged if I add more cards to the account?,getting_spare_card,12,53,will i be charged if i add more card to the account
How many cards am I allowed?,getting_spare_card,6,28,how many card am i allowed
"Can my daughter also have a card issued in her name, but linked to my account?",getting_spare_card,16,78,can my daughter also have a card issued in her name but linked to my account
I'd like to order another card,getting_spare_card,6,30,i 'd like to order another card
Can I have a supplementary card?,getting_spare_card,6,32,can i have a supplementary card
"I lost my card and need a new one, will it cost me?",getting_spare_card,13,51,i lost my card and need a new one will it cost me
My daughter need a card from this account. Is that possible?,getting_spare_card,11,60,my daughter need a card from this account is that possible
My daughter would like a card from my account?  Can I do this?,getting_spare_card,13,62,my daughter would like a card from my account can i do this
Are there any fees to get additional cards?,getting_spare_card,8,43,are there any fee to get additional card
Can you send me more cards for my account?,getting_spare_card,9,42,can you send me more card for my account
"I would like some more physical cards, what is my limit?",getting_spare_card,11,56,i would like some more physical card what is my limit
Can I have a duplicate second card?,getting_spare_card,7,35,can i have a duplicate second card
"I want to give a second card for this account to my daughter, would this be possible?",getting_spare_card,17,85,i want to give a second card for this account to my daughter would this be possible
What is the procedure for me to get more cards on my account?,getting_spare_card,13,61,what is the procedure for me to get more card on my account
Am I permitted to have a spare card?,getting_spare_card,8,36,am i permitted to have a spare card
I was wondering if I could get a second card on this account? I would like my daughter to have one.,getting_spare_card,21,99,i wa wondering if i could get a second card on this account i would like my daughter to have one
Do I have to pay for a second card?,getting_spare_card,9,35,do i have to pay for a second card
I would like to purchase another card.,getting_spare_card,7,38,i would like to purchase another card
Is it possible to order another card?,getting_spare_card,7,37,is it possible to order another card
I'd like to have extra cards. Will I have to pay for that?,getting_spare_card,13,58,i 'd like to have extra card will i have to pay for that
How do I get a spare card?,getting_spare_card,7,26,how do i get a spare card
How do i request more physical cards?,getting_spare_card,7,37,how do i request more physical card
What steps do I need to get another card?,getting_spare_card,9,41,what step do i need to get another card
I would like more physical cards,getting_spare_card,6,32,i would like more physical card
Is there a charge for getting more cards?,getting_spare_card,8,41,is there a charge for getting more card
Can I have a second card issued to another family member?,getting_spare_card,11,57,can i have a second card issued to another family member
How do I obtain a second card?,getting_spare_card,7,30,how do i obtain a second card
How much is it to buy another card? I was hoping to buy another one.,getting_spare_card,15,68,how much is it to buy another card i wa hoping to buy another one
Where do I order additional cards?,getting_spare_card,6,34,where do i order additional card
How much would an extra card cost?,getting_spare_card,7,34,how much would an extra card cost
I would like an extra card.,getting_spare_card,6,27,i would like an extra card
Do you send duplicate cards?,getting_spare_card,5,28,do you send duplicate card
I would like to use one of my cards for a family member. Is that allowed?,getting_spare_card,16,73,i would like to use one of my card for a family member is that allowed
Can another family member hold a card for this account in addition to mine?,getting_spare_card,14,75,can another family member hold a card for this account in addition to mine
I need another card,getting_spare_card,4,19,i need another card
"If I need an additional card, is there a fee for that?",getting_spare_card,12,54,if i need an additional card is there a fee for that
I want a new card,getting_spare_card,5,17,i want a new card
Will I get charged for sending out more cards?,getting_spare_card,9,46,will i get charged for sending out more card
How many different cards can I have for my account?,getting_spare_card,10,51,how many different card can i have for my account
I need more physical cards.,getting_spare_card,5,27,i need more physical card
Am I allowed to carry an additional card?,getting_spare_card,8,41,am i allowed to carry an additional card
Does it cost extra to send out more than one card?,getting_spare_card,11,50,doe it cost extra to send out more than one card
How do I get extra physical cards?,getting_spare_card,7,34,how do i get extra physical card
Can I get spare cards?,getting_spare_card,5,22,can i get spare card
Is it possible to get another card?,getting_spare_card,7,35,is it possible to get another card
I need more physical cards than I have right now!,getting_spare_card,10,49,i need more physical card than i have right now
Is a new debit card free?,getting_spare_card,6,25,is a new debit card free
How many cards can I have?,getting_spare_card,6,26,how many card can i have
"If I want to send out more cards, do you charge extra for that?",getting_spare_card,14,63,if i want to send out more card do you charge extra for that
Do you charge extra for duplicate cards?,getting_spare_card,7,40,do you charge extra for duplicate card
I would like to get additional physical cards at this time,getting_spare_card,11,58,i would like to get additional physical card at this time
How do I receive more physical cards,getting_spare_card,7,36,how do i receive more physical card
"If I want to be able to give my daughter a card for my account, would I be allowed to get one for her?",getting_spare_card,24,102,if i want to be able to give my daughter a card for my account would i be allowed to get one for her
Would it be possible for me to get a second card?,getting_spare_card,11,49,would it be possible for me to get a second card
"I am interested in giving a second card to my daughter, how can I make this happen?",getting_spare_card,17,83,i am interested in giving a second card to my daughter how can i make this happen
Is it possible for me to give my daughter a second card for this account?,getting_spare_card,15,73,is it possible for me to give my daughter a second card for this account
"daughter needs card, how do i add her",getting_spare_card,8,37,daughter need card how do i add her
Is there any way to get another card on the same account?,getting_spare_card,12,57,is there any way to get another card on the same account
If I need more than cards will I have to pay a fee to receive them?,getting_spare_card,16,67,if i need more than card will i have to pay a fee to receive them
I need a new card.,getting_spare_card,5,18,i need a new card
I'd like to get another card,getting_spare_card,6,28,i 'd like to get another card
"If I get another card, what kind of fees am I looking at?",getting_spare_card,13,57,if i get another card what kind of fee am i looking at
Will there be a charge for sending out more cards?,getting_spare_card,10,50,will there be a charge for sending out more card
I would like to get a few more physical cards.,getting_spare_card,10,46,i would like to get a few more physical card
How many active cards can I have?,getting_spare_card,7,33,how many active card can i have
How much does it cost for additional cards?,getting_spare_card,8,43,how much doe it cost for additional card
What should I do if I want to get another card for someone in my family?,getting_spare_card,16,72,what should i do if i want to get another card for someone in my family
How do I order another card?,getting_spare_card,6,28,how do i order another card
I'm looking to get an additional card.,getting_spare_card,7,38,i 'm looking to get an additional card
Can I get another card?,getting_spare_card,5,23,can i get another card
I would like to get some extra cards?,getting_spare_card,8,37,i would like to get some extra card
Is it free to send out more cards?,getting_spare_card,8,34,is it free to send out more card
Is it possible to purchase more physical cards with my account?,getting_spare_card,11,63,is it possible to purchase more physical card with my account
Is there a fee for sending out more cards?,getting_spare_card,9,42,is there a fee for sending out more card
How much is it to send out additional cards?,getting_spare_card,9,44,how much is it to send out additional card
Will it cost me to get a second card?,getting_spare_card,9,37,will it cost me to get a second card
How do I get another card,getting_spare_card,6,25,how do i get another card
Is there a fee for sending additional cards?,getting_spare_card,8,44,is there a fee for sending additional card
Is it possible to have a second card?,getting_spare_card,8,37,is it possible to have a second card
I would like a second card.,getting_spare_card,6,27,i would like a second card
What is the charge for sending out more cards?,getting_spare_card,9,46,what is the charge for sending out more card
"I would like to give another card to my daughter, how can I proceed?",getting_spare_card,14,68,i would like to give another card to my daughter how can i proceed
What's the process to receive a second card?,getting_spare_card,8,44,what 's the process to receive a second card
how is it possible to add another card to account,getting_spare_card,10,49,how is it possible to add another card to account
How do I go about ordering another card?,getting_spare_card,8,40,how do i go about ordering another card
How do I get extra cards?,getting_spare_card,6,25,how do i get extra card
Do you send more than one card?,getting_spare_card,7,31,do you send more than one card
Are extra cards free?,getting_spare_card,4,21,are extra card free
Do you charge for sending more cards?,getting_spare_card,7,37,do you charge for sending more card
Can I have another card in addition to my first one?,getting_spare_card,11,52,can i have another card in addition to my first one
"I need a second card, can I have more than one?",getting_spare_card,11,47,i need a second card can i have more than one
I want a backup second card. Is this possible?,getting_spare_card,9,46,i want a backup second card is this possible
Physical cards are what I need more of,getting_spare_card,8,38,physical card are what i need more of
Can I have a spare card for this account please?,getting_spare_card,10,48,can i have a spare card for this account please
I need two cards. Is this possible?,getting_spare_card,7,35,i need two card is this possible
Can I have more than one card?,getting_spare_card,7,30,can i have more than one card
I need another card for a member of my family. Is this possible? How soon can I get one?,getting_spare_card,19,88,i need another card for a member of my family is this possible how soon can i get one
Is there any way I can get more physical cards to use with my account?,getting_spare_card,15,70,is there any way i can get more physical card to use with my account
Can I give a second card for this account to my daughter?,getting_spare_card,12,57,can i give a second card for this account to my daughter
Is it possible to give a second card from my account to my daughter?,getting_spare_card,14,68,is it possible to give a second card from my account to my daughter
"Help me please, I need to top up cash.",top_up_by_cash_or_cheque,9,38,help me please i need to top up cash
Do you have any options to top up with a cheque on my account?,top_up_by_cash_or_cheque,14,62,do you have any option to top up with a cheque on my account
Is there somewhere I can send a check to add to my account?,top_up_by_cash_or_cheque,13,59,is there somewhere i can send a check to add to my account
Will a cheque suffice?,top_up_by_cash_or_cheque,4,22,will a cheque suffice
I can't find any option to top up with a cheque?,top_up_by_cash_or_cheque,11,48,i ca n't find any option to top up with a cheque
How do I top up with a cheque?,top_up_by_cash_or_cheque,8,30,how do i top up with a cheque
Can I use a check to get gas?,top_up_by_cash_or_cheque,8,29,can i use a check to get gas
Can I deposit a check?,top_up_by_cash_or_cheque,5,22,can i deposit a check
where can i deposit a check,top_up_by_cash_or_cheque,6,27,where can i deposit a check
How can I put more money into my account?,top_up_by_cash_or_cheque,9,41,how can i put more money into my account
Is there anyway to use a cheque to top up?,top_up_by_cash_or_cheque,10,42,is there anyway to use a cheque to top up
How do I top up with cash?,top_up_by_cash_or_cheque,7,26,how do i top up with cash
Can I add money to my account with cash?,top_up_by_cash_or_cheque,9,40,can i add money to my account with cash
I want to top up by cheque,top_up_by_cash_or_cheque,7,26,i want to top up by cheque
Can I top up using cash?,top_up_by_cash_or_cheque,6,24,can i top up using cash
Can I mail in a check to top up?,top_up_by_cash_or_cheque,9,32,can i mail in a check to top up
How do I use a cheque to top up?,top_up_by_cash_or_cheque,9,32,how do i use a cheque to top up
Where's the button to top up with a cheque?,top_up_by_cash_or_cheque,9,43,where 's the button to top up with a cheque
I can't find how to top up my account with a check.  Where is that?,top_up_by_cash_or_cheque,15,67,i ca n't find how to top up my account with a check where is that
Do you take checks?,top_up_by_cash_or_cheque,4,19,do you take check
Is there such thing as top up by cheque?,top_up_by_cash_or_cheque,9,40,is there such thing a top up by cheque
I got a cheque that I want to top up with?,top_up_by_cash_or_cheque,11,42,i got a cheque that i want to top up with
What is not accepted in order for me to top up my account?,top_up_by_cash_or_cheque,13,58,what is not accepted in order for me to top up my account
Can I only top-up digitally? Or could I use cash?,top_up_by_cash_or_cheque,10,49,can i only top up digitally or could i use cash
I want to top up my account with a cheque,top_up_by_cash_or_cheque,10,41,i want to top up my account with a cheque
How can I add physical money to my card?,top_up_by_cash_or_cheque,9,40,how can i add physical money to my card
I need to top up using a cheque,top_up_by_cash_or_cheque,8,31,i need to top up using a cheque
Can I top up with cash,top_up_by_cash_or_cheque,6,22,can i top up with cash
How do I top up by cheque?,top_up_by_cash_or_cheque,7,26,how do i top up by cheque
I want to do a cash deposit to top up. How do I do this?,top_up_by_cash_or_cheque,15,56,i want to do a cash deposit to top up how do i do this
Who do I make a check out to if I want to top off my account?,top_up_by_cash_or_cheque,16,61,who do i make a check out to if i want to top off my account
What types of top-up methods do you accept?,top_up_by_cash_or_cheque,8,43,what type of top up method do you accept
How can I top up with a cheque?,top_up_by_cash_or_cheque,8,31,how can i top up with a cheque
can i top up with check?,top_up_by_cash_or_cheque,6,24,can i top up with check
Can I cash deposit to top up my account,top_up_by_cash_or_cheque,9,39,can i cash deposit to top up my account
What apps can I use to top up my account?,top_up_by_cash_or_cheque,10,41,what apps can i use to top up my account
How dp i top up with a cheque ?,top_up_by_cash_or_cheque,9,31,how dp i top up with a cheque
I would like to use this cheque to top up.  Can you tell me how to do that?,top_up_by_cash_or_cheque,18,75,i would like to use this cheque to top up can you tell me how to do that
What are the steps for depositing cash into my account?,top_up_by_cash_or_cheque,10,55,what are the step for depositing cash into my account
Can I top-up by cheque?,top_up_by_cash_or_cheque,5,23,can i top up by cheque
Can I use a cheque to top up my account,top_up_by_cash_or_cheque,10,39,can i use a cheque to top up my account
I'm trying to use a cheque to top up,top_up_by_cash_or_cheque,9,36,i 'm trying to use a cheque to top up
How do you top up with a cheque?,top_up_by_cash_or_cheque,8,32,how do you top up with a cheque
"I need a hand here, I need to top up cash.",top_up_by_cash_or_cheque,11,42,i need a hand here i need to top up cash
where do I go to top up with cash?,top_up_by_cash_or_cheque,9,34,where do i go to top up with cash
Will I be able to top up by cheque?,top_up_by_cash_or_cheque,9,35,will i be able to top up by cheque
Can I top up using my cheque?,top_up_by_cash_or_cheque,7,29,can i top up using my cheque
Why can't I top up by cheque?,top_up_by_cash_or_cheque,7,29,why ca n't i top up by cheque
Where do I find how to top off with a check?,top_up_by_cash_or_cheque,11,44,where do i find how to top off with a check
Can I write a cheque to top up?,top_up_by_cash_or_cheque,8,31,can i write a cheque to top up
Can cash be used in physical locations to top up?,top_up_by_cash_or_cheque,10,49,can cash be used in physical location to top up
Is topping up with cash allowed?,top_up_by_cash_or_cheque,6,32,is topping up with cash allowed
What are my payment options for topping off my account?,top_up_by_cash_or_cheque,10,55,what are my payment option for topping off my account
I wish to top up using a cheque.,top_up_by_cash_or_cheque,8,32,i wish to top up using a cheque
Where do I look for cash top up?,top_up_by_cash_or_cheque,8,32,where do i look for cash top up
Where can I find top up by cash deposit?,top_up_by_cash_or_cheque,9,40,where can i find top up by cash deposit
how do i find top up for cash deposit,top_up_by_cash_or_cheque,9,37,how do i find top up for cash deposit
How do I deposit cash?,top_up_by_cash_or_cheque,5,22,how do i deposit cash
i would like to top up with check,top_up_by_cash_or_cheque,8,33,i would like to top up with check
can i deposit a check here?,top_up_by_cash_or_cheque,6,27,can i deposit a check here
Is it possible for me to top up with cash?,top_up_by_cash_or_cheque,10,42,is it possible for me to top up with cash
I would like to use cash to make a top-up?,top_up_by_cash_or_cheque,10,42,i would like to use cash to make a top up
I wish to be able to top up with cash.,top_up_by_cash_or_cheque,10,38,i wish to be able to top up with cash
Where do I top up?,top_up_by_cash_or_cheque,5,18,where do i top up
Do you accept cheques for top-up?,top_up_by_cash_or_cheque,6,33,do you accept cheque for top up
How do I use a check to top up?,top_up_by_cash_or_cheque,9,31,how do i use a check to top up
Is it possible to top up using a cheque?,top_up_by_cash_or_cheque,9,40,is it possible to top up using a cheque
Where is the option to top up with a cheque?,top_up_by_cash_or_cheque,10,44,where is the option to top up with a cheque
What is the procedure for topping up with a cheque?,top_up_by_cash_or_cheque,10,51,what is the procedure for topping up with a cheque
Can I use check to deposit?,top_up_by_cash_or_cheque,6,27,can i use check to deposit
Where can I deposit cash to top up?,top_up_by_cash_or_cheque,8,35,where can i deposit cash to top up
Is there an option to top up with a cheque?,top_up_by_cash_or_cheque,10,43,is there an option to top up with a cheque
"Help, I need to top up my account. Where do I send a check?",top_up_by_cash_or_cheque,14,59,help i need to top up my account where do i send a check
I'll send a check to top up my account,top_up_by_cash_or_cheque,9,38,i 'll send a check to top up my account
Is it possible for me to top up with a cheque?,top_up_by_cash_or_cheque,11,46,is it possible for me to top up with a cheque
If I need to top up with cash where should I look?,top_up_by_cash_or_cheque,12,50,if i need to top up with cash where should i look
I want to deposit my check to top up my account,top_up_by_cash_or_cheque,11,47,i want to deposit my check to top up my account
What physical locations can I use cash to top up?,top_up_by_cash_or_cheque,10,49,what physical location can i use cash to top up
Can you tell me where to find top up by cash deposit?,top_up_by_cash_or_cheque,12,53,can you tell me where to find top up by cash deposit
How do I use cash to top up my account?,top_up_by_cash_or_cheque,10,39,how do i use cash to top up my account
How do I top-up my card with a cheque?,top_up_by_cash_or_cheque,9,38,how do i top up my card with a cheque
Am I able to top up with this cheque I received?,top_up_by_cash_or_cheque,11,48,am i able to top up with this cheque i received
I would like to pay by cheque.,top_up_by_cash_or_cheque,7,30,i would like to pay by cheque
I want to use a cheque to pay.,top_up_by_cash_or_cheque,8,30,i want to use a cheque to pay
Can I purchase with cash or cheque?,top_up_by_cash_or_cheque,7,35,can i purchase with cash or cheque
Where would I find top up by cash deposit?,top_up_by_cash_or_cheque,9,42,where would i find top up by cash deposit
Can I add to my account using a cheque?,top_up_by_cash_or_cheque,9,39,can i add to my account using a cheque
Is there a way to use a cheque to top up my account?,top_up_by_cash_or_cheque,13,52,is there a way to use a cheque to top up my account
how do i get top up with cash deposit,top_up_by_cash_or_cheque,9,37,how do i get top up with cash deposit
Do you accept cash?,top_up_by_cash_or_cheque,4,19,do you accept cash
May I transfer a cheque into my account?,top_up_by_cash_or_cheque,8,40,may i transfer a cheque into my account
Can I use a check to top up?,top_up_by_cash_or_cheque,8,28,can i use a check to top up
No option to top up with a cheque ?,top_up_by_cash_or_cheque,9,35,no option to top up with a cheque
How can I fill up my gas tank using a check?,top_up_by_cash_or_cheque,11,44,how can i fill up my gas tank using a check
how can i add money to my account if you don't accept cash,top_up_by_cash_or_cheque,13,58,how can i add money to my account if you do n't accept cash
I want to use cash to top up.,top_up_by_cash_or_cheque,8,29,i want to use cash to top up
What form of payments can I use for topping up?,top_up_by_cash_or_cheque,10,47,what form of payment can i use for topping up
